Generation,evals,avg,std,min,max,best_one,fitness_best_one
38,356,[  22.705      3078.44160396],[  0.7700487  104.58754484],[  22.         2919.08379974],[  25.         3215.78395289],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 16, 32]","(22.0, 3088.6069326111856)"
39,350,[  22.715      3071.34620809],[  0.7770296  104.41535985],[  22.         2904.36284717],[  25.         3203.86027137],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 16, 32]","(22.0, 3088.6069326111856)"
40,316,[  22.855      3045.36591998],[ 0.80868721 97.87285145],[  22.         2875.18188262],[  25.         3200.69599664],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 16, 32]","(22.0, 3088.6069326111856)"
41,346,[  22.8125    3048.7418049],[  0.8350711  102.12622317],[  22.         2875.18188262],[  25.         3187.03906552],"[31, 9, 75, 42, 69, 17, 85, 60, 56, 41, 49, 19, 12, 97, 58, 81, 3, 63, 11, 51, 70, 35, 27, 8, 45, 18, 74, 10, 36, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 6, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 80, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 16, 32]","(22.0, 3082.73048074723)"
42,334,[  22.7225     3049.65901929],[  0.80962569 105.7024231 ],[  22.         2875.18188262],[  25.         3181.40893127],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3055.090518353194)"
43,346,[  22.72       3049.19292279],[  0.85240835 108.32402674],[  22.         2875.18188262],[  25.         3169.56951578],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3055.090518353194)"
44,342,[  22.805      3033.17935397],[  0.89273456 108.02078742],[  22.         2875.18188262],[  25.         3163.63107665],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3055.090518353194)"
45,340,[  22.865      3021.18509185],[  0.94168732 108.94208289],[  22.         2843.39902914],[  26.         3150.34415229],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3055.090518353194)"
46,338,[  22.8375     3018.83927058],[  0.97009987 113.42836538],[  22.         2843.39902914],[  26.         3146.78021371],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3045.8431436341702)"
47,358,[  22.8        3013.60973058],[  0.94339811 115.69754075],[  22.         2793.98514507],[  26.         3146.59469989],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3045.8431436341702)"
48,352,[  22.9225     2987.64682981],[  0.94947025 110.39580429],[  22.         2793.98514507],[  26.         3144.00712863],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3045.8431436341702)"
49,334,[  22.895      2977.89612329],[  0.91868112 108.99711016],[  22.         2793.98514507],[  26.         3137.34989471],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3045.8431436341702)"
50,346,[  22.865      2983.52313781],[  0.99587901 112.15029286],[  22.         2793.98514507],[  26.         3129.69658892],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3045.8431436341702)"
51,340,[  22.81       2980.37338243],[  0.96119717 112.43448238],[  22.         2793.98514507],[  26.         3123.73493332],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3045.8431436341702)"
52,334,[  22.89       2968.31955361],[  0.99894945 110.76673879],[  22.         2793.98514507],[  26.        3110.3934207],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 76, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 77, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3044.268722842662)"
53,340,[  22.865      2966.81448905],[  0.98070128 112.4733155 ],[  22.         2793.98514507],[  25.         3099.59628233],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 72, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 76, 98, 83, 81, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 77, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 66, 10, 32]","(22.0, 3044.268722842662)"
54,348,[  22.8375     2960.84692328],[  0.94662228 113.13726856],[  22.         2793.98514507],[  25.         3088.60693261],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 16, 66, 90, 32]","(22.0, 3034.9757068893173)"
55,352,[  22.9475     2942.03551982],[  0.96682147 110.02598232],[  22.         2793.98514507],[  25.         3088.60693261],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 21, 20, 55, 33, 79, 99, 38, 100, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 16, 66, 90, 32]","(22.0, 3034.9757068893173)"
56,330,[  23.1025     2921.87279149],[  1.00349078 104.72199571],[  22.         2793.98514507],[  25.       3082.578249],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 99, 38, 100, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 16, 32]","(22.0, 3032.58835007531)"
57,342,[  23.185      2914.13868591],[  1.05393311 105.06275438],[  22.         2793.98514507],[  25.         3080.04268214],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 99, 38, 100, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 16, 32]","(22.0, 3032.58835007531)"
58,344,[  23.26       2905.16010598],[  1.08046286 103.45112226],[  22.         2793.98514507],[  25.         3070.59207842],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
59,336,[  23.0975    2912.0695784],[  1.04066986 107.34081162],[  22.         2767.49902346],[  25.         3065.97251509],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
60,344,[  23.0975     2913.28400532],[  1.07842188 111.09938319],[  22.         2722.42748522],[  25.         3059.81765058],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
61,342,[  23.225      2892.24734695],[  1.0603655  105.36877865],[  22.         2711.51373828],[  25.         3055.09051835],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
62,318,[  23.15      2899.8735632],[  1.09886305 112.21049539],[  22.         2711.51373828],[  25.         3054.17972339],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
63,338,[  23.005      2911.75843541],[  1.06769612 119.29329835],[  22.         2711.51373828],[  25.         3081.20164213],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
64,332,[  22.8575     2921.49885959],[  1.01596936 121.45280797],[  22.         2711.51373828],[  25.         3048.51225334],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
65,328,[  22.5925     2942.27734035],[  0.84050208 122.01275326],[  22.         2711.51373828],[  25.         3047.45250984],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 74, 16, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 79, 20, 55, 33, 21, 99, 38, 14, 89, 59, 91, 2, 47, 84, 24, 36, 26, 73, 86, 15, 93, 100, 22, 65, 71, 34, 50, 92, 88, 78, 68, 82, 7, 90, 10, 66, 32]","(22.0, 3014.3764096259806)"
66,330,[  22.5375     2941.56601532],[  0.75072881 125.19984184],[  22.         2711.51373828],[  24.         3047.37115351],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2975.077728296792)"
67,358,[  22.545      2932.50305589],[  0.7231701  126.85654334],[  22.         2711.51373828],[  24.         3045.84314363],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2975.077728296792)"
68,320,[  22.5725     2924.37071759],[  0.75149434 129.50211964],[  22.         2711.51373828],[  24.         3045.84314363],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2975.077728296792)"
69,352,[  22.655      2905.84382747],[  0.77199417 131.23420293],[  22.        2666.0530603],[  24.        3041.1241494],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2975.077728296792)"
70,348,[  22.6775     2893.90108775],[  0.74732439 130.08805157],[  22.        2666.0530603],[  24.         3038.39022304],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 69, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 64, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2975.077728296792)"
71,336,[  22.73       2877.87459344],[  0.73627441 127.9640114 ],[  22.        2666.0530603],[  24.         3030.78636233],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2972.7758627946178)"
72,344,[  22.795      2867.10486227],[  0.77651465 130.26131544],[  22.        2666.0530603],[  24.         3029.71809597],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2972.7758627946178)"
73,346,[  22.725      2877.65824639],[  0.78700381 134.72503756],[  22.        2666.0530603],[  24.         3028.00743365],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2972.7758627946178)"
74,332,[  22.88       2847.56284697],[  0.80037491 129.94537307],[  22.        2666.0530603],[  24.         3017.90029766],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 99, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 14, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2972.7758627946178)"
